A1BG	chr19:58858174-58864865
SRC	chr20:35973088-36033819
SRCRB4D	chr7:76018647-76039012
SRD5A1	chr5:6633500-6669673
SRD5A1P1	chrX:138528978-138531132
SRD5A2	chr2:31749656-31806040
SRD5A3	chr4:56212409-56237866
SREBF1.2	chr17:17714665-17740325
SREBF1	chr17:17714665-17740325
SREBF2	chr22:42229106-42302373
SRFBP1	chr5:121297656-121364295
SRF	chr6:43138920-43149243
SRGAP1	chr12:64238541-64541613
SRGAP2.2	chr1:206516200-206629504
SRGAP2	chr1:206516200-206637782
SRGAP3.2	chr3:9022278-9291311
SRGAP3	chr3:9022278-9291311
SRGN	chr10:70847828-70864565
SRI.2	chr7:87834432-87849393
SRI	chr7:87834432-87856308
SRL	chr16:4239377-4292081
SRM	chr1:11114649-11120091
SRMS	chr20:62172163-62178857
SRP14	chr15:40327891-40331389
SRP19	chr5:112196993-112203603
SRP54.2	chr14:35452104-35498771
SRP54	chr14:35452104-35498771
SRP68	chr17:74035191-74068607
SRP72	chr4:57333762-57369846
SRP9.2	chr1:225965515-225978165
SRP9	chr1:225965515-225978165
SRPK1	chr6:35800812-35888956
SRPK2.2	chr7:104756824-105029341
SRPK2	chr7:104756824-104909477
SRPK3	chrX:153046510-153051186
SRPRB	chr3:133524677-133539523
SRPR	chr11:126132837-126138750
SRPX2	chrX:99899163-99926294
SRPX	chrX:38008593-38080131
SRR	chr17:2207248-2228553
SRRD	chr22:26879850-26887903
SRRM1	chr1:24969594-24999771
SRRM2	chr16:2802330-2821411
SRRM3	chr7:75831216-75916605
SRRM4	chr12:119419396-119600857
SRRM5	chr19:44116253-44118649
SRRT.2	chr7:100472701-100486285
SRRT.3	chr7:100472701-100486285
SRRT.4	chr7:100472701-100486285
SRRT	chr7:100472701-100486285
SRXN1	chr20:627270-633890
SRY	chrY:2654896-2655792
SS18.2	chr18:23596219-23670611
SS18	chr18:23596219-23670611
SS18L1	chr20:60718822-60757568
SS18L2	chr3:42632298-42636490
SSB	chr2:170655389-170668569
SSBP1	chr7:141438176-141450257
SSBP2	chr5:80715673-81047072
SSBP3.2	chr1:54692196-54871979
SSBP3.3	chr1:54692196-54872092
SSBP3	chr1:54692196-54871979
SSBP4.2	chr19:18530221-18545371
SSBP4	chr19:18530221-18545371
SSC5D	chr19:55999870-56030465
SSFA2.2	chr2:182756472-182795462
SSFA2	chr2:182756472-182795462
SSH1.2	chr12:109185696-109251359
SSH1.3	chr12:109185696-109221327
SSH1	chr12:109176467-109251359
SSH2	chr17:27952965-28257018
SSH3	chr11:67070919-67080076
SSNA1	chr9:140083054-140084822
SSPN.2	chr12:26348269-26387706
SSPN	chr12:26348506-26387706
SSPO	chr7:149473131-149531051
SSR1	chr6:7281290-7313541
SSR2	chr1:155978840-155990758
SSR3	chr3:156258545-156272935
SSR4	chrX:153060094-153063953
SSRP1	chr11:57093460-57103351
SSSCA1	chr11:65337943-65339232
SST	chr3:187386696-187388201
SSTR1	chr14:38677204-38682268
SSTR2	chr17:71161160-71168060
SSTR3	chr22:37602246-37608353
SSTR4	chr20:23016057-23017314
SSTR5	chr16:1128781-1130142
SSU72	chr1:1477054-1510262
SSX1	chrX:48114797-48126879
SSX2.2	chrX:52725946-52736249
SSX2.3	chrX:52780308-52790617
SSX2.4	chrX:52725946-52736249
SSX2B.2	chrX:52780308-52790617
SSX2B	chrX:52725946-52736249
SSX2	chrX:52780308-52790617
SSX2IP.2	chr1:85109390-85156151
SSX2IP.3	chr1:85109390-85156240
SSX2IP.4	chr1:85109390-85156240
SSX2IP.5	chr1:85109390-85156240
SSX2IP	chr1:85109390-85156151
SSX3.2	chrX:48205863-48216142
SSX3	chrX:48207705-48216142
SSX4.2	chrX:48261524-48271344
SSX4.3	chrX:48242968-48252785
SSX4.4	chrX:48261524-48271344
SSX4B.2	chrX:48242968-48252781
SSX4B.3	chrX:48261528-48271344
SSX4B.4	chrX:48261528-48271344
SSX4B	chrX:48242968-48252781
SSX4	chrX:48242968-48252785
SSX5.2	chrX:48045656-48056199
SSX5	chrX:48045656-48056199
SSX6	chrX:47967367-47980068
SSX7	chrX:52673111-52683950
SSX8	chrX:52651985-52662998
SSX9	chrX:48154885-48165614
ST13	chr22:41220603-41252687
ST14	chr11:130029682-130080256
ST18	chr8:53023392-53322439
ST20.2	chr15:80191183-80216077
ST20	chr15:80191183-80207598
ST3GAL1.2	chr8:134467091-134584183
ST3GAL1	chr8:134467091-134584183
ST3GAL2	chr16:70413338-70472991
ST3GAL3.10	chr1:44173218-44396830
ST3GAL3.2	chr1:44173218-44396830
ST3GAL3.3	chr1:44173218-44396830
ST3GAL3.4	chr1:44173218-44396830
ST3GAL3.5	chr1:44173218-44396830
ST3GAL3.6	chr1:44173218-44396830
ST3GAL3.7	chr1:44173218-44396830
ST3GAL3.8	chr1:44173218-44396830
ST3GAL3.9	chr1:44173218-44396830
ST3GAL3	chr1:44173218-44396830
ST3GAL4	chr11:126226096-126284531
ST3GAL5.2	chr2:86066274-86094793
ST3GAL5	chr2:86066271-86116157
ST3GAL6	chr3:98451572-98513234
ST5.2	chr11:8714900-8832882
ST5.3	chr11:8714900-8932498
ST5	chr11:8714900-8832224
ST6GAL1.2	chr3:186648516-186796339
ST6GAL1.3	chr3:186739665-186796339
ST6GAL1	chr3:186648516-186796339
ST6GAL2.2	chr2:107429532-107503563
ST6GAL2.3	chr2:107418058-107503563
ST6GAL2	chr2:107418058-107502610
ST6GALNAC1	chr17:74620847-74639894
ST6GALNAC2	chr17:74561462-74582145
ST6GALNAC3.2	chr1:76540389-77096669
ST6GALNAC3	chr1:76540389-77042890
ST6GALNAC4.2	chr9:130670166-130679305
ST6GALNAC4	chr9:130670166-130679305
ST6GALNAC5	chr1:77333186-77529735
ST6GALNAC6	chr9:130647601-130661871
ST7.2	chr7:116593381-116863955
ST7	chr7:116593381-116870073
ST7L.2	chr1:113066142-113162040
ST7L.3	chr1:113066142-113162040
ST7L.4	chr1:113084417-113162040
ST7L	chr1:113066142-113162040
ST7OT1	chr7:116592503-116594388
ST7OT2	chr7:116752348-116785614
ST7OT3	chr7:116822735-116849991
ST7OT4	chr7:116593953-116599867
ST8SIA1	chr12:22346326-22487648
ST8SIA2	chr15:92937140-93011956
ST8SIA3	chr18:55019721-55036159
ST8SIA4.2	chr5:100221016-100238970
ST8SIA4	chr5:100142640-100238987
ST8SIA5	chr18:44259081-44337039
ST8SIA6	chr10:17362677-17496254
STAB1	chr3:52529356-52558509
STAB2	chr12:103981069-104160500
STAC2	chr17:37366790-37381974
STAC3	chr12:57637242-57644969
STAC	chr3:36422097-36589496
STAG1	chr3:136055999-136471245
STAG2.2	chrX:123095556-123236503
STAG2.3	chrX:123094475-123236503
STAG2.4	chrX:123095556-123236503
STAG2	chrX:123095556-123236503
STAG3	chr7:99775538-99812010
STAG3L1.2	chr7:74988447-74996990
STAG3L1	chr7:74988447-74996990
STAG3L2	chr7:74299285-74306731
STAG3L3	chr7:72469029-72476455
STAG3L4	chr7:66767616-66786512
STAM2	chr2:152973316-153032506
STAMBP.2	chr2:74056127-74090010
STAMBP.3	chr2:74056147-74090010
STAMBP	chr2:74056086-74090010
STAMBPL1	chr10:90640026-90683242
STAM	chr10:17686124-17757907
STAP1	chr4:68424446-68472617
STAP2.2	chr19:4324041-4338847
STAP2	chr19:4324041-4338847
STAR.2	chr8:38000218-38008600
STAR	chr8:38000218-38008600
STARD10	chr11:72465775-72504750
STARD13.2	chr13:33677273-33859901
STARD13.3	chr13:33677273-33780187
STARD13	chr13:33677273-33760216
STARD3.2	chr17:37793333-37820454
STARD3.3	chr17:37793333-37820454
STARD3	chr17:37793333-37820454
STARD3NL	chr7:38217933-38270269
STARD4	chr5:110834022-110848157
STARD5	chr15:81605014-81616524
STARD6	chr18:51851063-51880943
STARD7	chr2:96850605-96874573
STARD8.2	chrX:67913493-67945677
STARD8.3	chrX:67867511-67945677
STARD8	chrX:67867511-67945677
STARD9	chr15:42867857-43013195
STAT1.2	chr2:191833762-191878976
STAT1	chr2:191840263-191878976
STAT2	chr12:56735384-56753909
STAT3.2	chr17:40465343-40540513
STAT3.3	chr17:40465343-40540405
STAT3	chr17:40465343-40540513
STAT4	chr2:191894306-192015925
STAT5A	chr17:40439565-40463958
STAT5B	chr17:40351196-40428424
STAT6	chr12:57489195-57505161
STATH.2	chr4:70861648-70868173
STATH	chr4:70861648-70868173
STAU1.2	chr20:47729878-47804904
STAU1.3	chr20:47729878-47804904
STAU1.4	chr20:47729878-47804904
STAU1.5	chr20:47729878-47804904
STAU1	chr20:47729878-47804904
STAU2.2	chr8:74461844-74659162
STAU2.3	chr8:74461844-74659943
STAU2.4	chr8:74332606-74659162
STAU2.5	chr8:74332606-74659162
STAU2.6	chr8:74461844-74659162
STAU2.7	chr8:74332606-74659162
STAU2	chr8:74332606-74659162
STBD1	chr4:77227677-77232282
STC1	chr8:23699434-23712320
STC2	chr5:172741726-172756506
STEAP1	chr7:89783689-89794140
STEAP2.2	chr7:89841174-89866991
STEAP2.3	chr7:89843134-89866991
STEAP2	chr7:89841000-89866991
STEAP3.2	chr2:119981384-120023225
STEAP3.3	chr2:119981384-120023225
STEAP3	chr2:119981384-120023225
STEAP4	chr7:87905750-87936209
STH	chr17:44076616-44077060
STIL.2	chr1:47715811-47779819
STIL	chr1:47715811-47779819
STIM1	chr11:3876933-4114440
STIM2	chr4:26862364-27025808
STIP1	chr11:63953587-63972020
STK10	chr5:171469074-171615346
STK11	chr19:1205798-1228434
STK11IP	chr2:220462596-220481172
STK16.2	chr2:220110201-220115059
STK16	chr2:220110192-220115059
STK17A	chr7:43622692-43666977
STK17B	chr2:196998308-197036336
STK19.21	chr6:31938952-31949222
STK19.2	chr6:31939646-31949222
STK19.3	chr6:31981518-31981960
STK19.4	chr6:31981518-31981960
STK19	chr6:31939646-31949222
STK24.2	chr13:99102455-99229396
STK24	chr13:99102455-99174341
STK25	chr2:242434433-242448034
STK31.2	chr7:23749838-23872126
STK31.3	chr7:23749997-23872126
STK31	chr7:23749838-23872126
STK32A.2	chr5:146614579-146728390
STK32A	chr5:146614579-146763768
STK32B	chr4:5053527-5502725
STK32C	chr10:134020996-134121477
STK33	chr11:8413418-8615503
STK35	chr20:2082528-2129196
STK36	chr2:219536762-219567439
STK38	chr6:36461674-36515247
STK38L	chr12:27397078-27478888
STK39	chr2:168810531-169104105
STK3	chr8:99466862-99837909
STK40	chr1:36805225-36851485
STK4	chr20:43595120-43708591
STL	chr6:125229394-125284173
STMN1.2	chr1:26210678-26232993
STMN1.3	chr1:26226609-26233368
STMN1.4	chr1:26226609-26232644
STMN1	chr1:26226609-26232993
STMN2	chr8:80523380-80577224
STMN3	chr20:62271061-62284780
STMN4	chr8:27093816-27115903
STOM.2	chr9:124101354-124132545
STOM	chr9:124101357-124132545
STOML1	chr15:74275561-74284635
STOML2	chr9:35099893-35103154
STOML3.2	chr13:39540063-39564996
STOML3	chr13:39540063-39564996
STON1	chr2:48807763-48826025
STON1-GTF2A1L	chr2:48796159-48906742
STON2	chr14:81736911-81864927
STOX1.2	chr10:70587294-70652815
STOX1.3	chr10:70587294-70655209
STOX1.4	chr10:70587294-70652815
STOX1.5	chr10:70587563-70652815
STOX1	chr10:70587294-70652815
STOX2	chr4:184826509-184938875
STRA13	chr17:79976580-79980773
STRA6.2	chr15:74471810-74501371
STRA6.3	chr15:74471810-74495556
STRA6.4	chr15:74471810-74495220
STRA6.5	chr15:74471810-74501371
STRA6	chr15:74486730-74501371
STRA8	chr7:134916731-134943242
STRADA.2	chr17:61780194-61819330
STRADA.3	chr17:61780194-61819330
STRADA.4	chr17:61780194-61819330
STRADA.5	chr17:61780194-61819330
STRADA.6	chr17:61780194-61819330
STRADA	chr17:61780194-61819330
STRADB	chr2:202316392-202345573
STRAP	chr12:16035288-16056403
STRBP	chr9:125886987-126030843
STRC	chr15:43891762-43910998
STRN3.2	chr14:31363005-31495607
STRN3	chr14:31363005-31495607
STRN4.2	chr19:47222770-47249720
STRN4	chr19:47222770-47249720
STRN	chr2:37075473-37193615
STS	chrX:7137472-7272680
STT3A	chr11:125462739-125491280
STT3B	chr3:31574491-31677554
STUB1	chr16:730115-732767
STX10	chr19:13255225-13260987
STX11	chr6:144471654-144513075
STX12	chr1:28099694-28150962
STX16.2	chr20:57226328-57254580
STX16.3	chr20:57226328-57254580
STX16.4	chr20:57226328-57254580
STX16	chr20:57226328-57254580
STX17	chr9:102668915-102736817
STX18	chr4:4420698-4543775
STX19	chr3:93733215-93747454
STX1A.2	chr7:73113535-73134017
STX1A	chr7:73113535-73134017
STX1B	chr16:31000577-31021829
STX2.2	chr12:131274149-131323811
STX2	chr12:131274149-131323811
STX3	chr11:59522889-59570176
STX4	chr16:31044903-31051484
STX5	chr11:62574370-62599560
STX6	chr1:180942179-180992046
STX7	chr6:132778663-132834337
STX8	chr17:9153789-9479275
STXBP1.2	chr9:130374486-130454995
STXBP1	chr9:130374486-130454995
STXBP2.2	chr19:7701991-7712758
STXBP2	chr19:7701991-7712758
STXBP3	chr1:109289285-109352139
STXBP4	chr17:53046126-53241449
STXBP5.2	chr6:147525508-147708707
STXBP5	chr6:147525508-147708707
STXBP5L	chr3:120627050-121143607
STXBP6	chr14:25281308-25519095
STYK1	chr12:10771538-10826891
STYX.2	chr14:53196883-53241703
STYX	chr14:53196883-53241703
STYXL1	chr7:75625656-75677321
SUB1	chr5:32585605-32604185
SUCLA2	chr13:48516792-48575462
SUCLG1	chr2:84650654-84686586
SUCLG2	chr3:67425145-67705038
SUCNR1	chr3:151591431-151599876
SUDS3	chr12:118814358-118855839
SUFU	chr10:104263764-104393209
SUGT1.2	chr13:53226831-53262433
SUGT1	chr13:53226831-53262433
SUGT1L1	chr13:41371127-41495886
SUGT1P	chr9:33219070-33511047
SULF1.2	chr8:70405028-70573147
SULF1.3	chr8:70405028-70573147
SULF1.4	chr8:70378859-70573147
SULF1	chr8:70378859-70573147
SULF2.2	chr20:46286151-46415360
SULF2.3	chr20:46286151-46415360
SULF2	chr20:46286151-46414808
SULT1A1.2	chr16:28616918-28621357
SULT1A1.3	chr16:28616918-28621357
SULT1A1.4	chr16:28616918-28634866
SULT1A1.5	chr16:28616918-28620649
SULT1A1	chr16:28616918-28620649
SULT1A2.2	chr16:28603266-28608391
SULT1A2	chr16:28603266-28607801
SULT1A3.2	chr16:29467127-29476300
SULT1A3.3	chr16:29471194-29476300
SULT1A3.4	chr16:30210536-30215649
SULT1A3	chr16:30206469-30215649
SULT1A4.2	chr16:29471194-29476278
SULT1A4.3	chr16:30206469-30215620
SULT1A4.4	chr16:30210536-30215620
SULT1A4	chr16:29467127-29476278
SULT1B1	chr4:70592688-70626430
SULT1C2.2	chr2:108905095-108926370
SULT1C2	chr2:108905095-108926370
SULT1C3	chr2:108863651-108881806
SULT1C4	chr2:108994421-109004270
SULT1E1	chr4:70706931-70725870
SULT2A1	chr19:48373723-48389654
SULT2B1.2	chr19:49055429-49102683
SULT2B1	chr19:49078993-49102683
SULT4A1	chr22:44220387-44258378
SULT6B1	chr2:37394964-37415690
SUMF1.2	chr3:4402829-4508966
SUMF1.3	chr3:4402829-4508966
SUMF1	chr3:4402829-4508966
SUMF2.2	chr7:56131917-56148364
SUMF2.3	chr7:56131917-56148364
SUMF2.4	chr7:56131917-56148364
SUMF2.5	chr7:56131917-56148364
SUMF2	chr7:56131917-56148364
SUMO1.2	chr2:203070903-203103322
SUMO1.3	chr2:203070903-203103322
SUMO1	chr2:203070903-203103322
SUMO1P1	chr20:52491042-52492248
SUMO1P3	chr1:160287055-160288258
SUMO2.2	chr17:73163826-73179098
SUMO2	chr17:73163826-73179098
SUMO3	chr21:46225532-46238044
SUMO4	chr6:149721495-149722180
SUNC1.2	chr7:48026748-48068716
SUNC1	chr7:48026748-48068716
SUOX.2	chr12:56391043-56399307
SUOX.3	chr12:56391043-56399307
SUOX	chr12:56391043-56399307
SUPT16H	chr14:21819631-21852425
SUPT3H.2	chr6:44796472-45345670
SUPT3H	chr6:44797450-45345575
SUPT4H1	chr17:56422539-56429563
SUPT5H.2	chr19:39936186-39967306
SUPT5H.3	chr19:39936288-39967306
SUPT5H.4	chr19:39936186-39967306
SUPT5H	chr19:39936186-39967306
SUPT6H	chr17:26989302-27029248
SUPT7L	chr2:27873679-27886449
SUPV3L1	chr10:70939993-70968849
SURF1	chr9:136218666-136223361
SURF2	chr9:136223421-136228040
SURF4	chr9:136228341-136242970
SURF6	chr9:136197553-136203047
SUSD1	chr9:114803062-114937556
SUSD2	chr22:24577444-24585074
SUSD3	chr9:95820989-95847414
SUSD4.2	chr1:223408252-223537544
SUSD4	chr1:223394163-223537544
SUSD5	chr3:33191537-33260707
SUV39H1	chrX:48555131-48567404
SUV39H2	chr10:14920899-14946302
SUV420H1.2	chr11:67933186-67980784
SUV420H1	chr11:67923507-67980784
SUV420H2	chr19:55851221-55859488
SUZ12	chr17:30264044-30328057
SUZ12P	chr17:29058724-29085351
SV2A	chr1:149874876-149889434
SV2B.2	chr15:91643182-91844538
SV2B	chr15:91643539-91844538
SV2C	chr5:75379305-75621416
SVEP1	chr9:113127531-113342160
SVIL.2	chr10:29746277-29923901
SVIL	chr10:29746277-30024730
SVIP	chr11:22843600-22851382
SVOP	chr12:109304658-109458845
SVOPL.2	chr7:138279031-138348969
SVOPL	chr7:138279031-138363790
SWAP70	chr11:9685628-9774505
SYAP1	chrX:16737755-16779333
SYCE1.2	chr10:135367404-135379138
SYCE1.3	chr10:135367404-135382876
SYCE1	chr10:135368348-135379138
SYCE1L	chr16:77233349-77246976
SYCE2	chr19:13009894-13030086
SYCN	chr19:39693562-39694906
SYCP1	chr1:115397455-115537988
SYCP2	chr20:58438619-58507209
SYCP2L	chr6:10887064-10974539
SYCP3	chr12:102122427-102133247
SYDE1	chr19:15218214-15225789
SYDE2	chr1:85623357-85666728
SYF2.2	chr1:25548767-25559013
SYF2	chr1:25548767-25559013
SYK.2	chr9:93589705-93660833
SYK.3	chr9:93564012-93660833
SYK.4	chr9:93564012-93660833
SYK	chr9:93564207-93660833
SYMPK	chr19:46318701-46366548
SYN1.2	chrX:47431301-47479256
SYN1	chrX:47431301-47479256
SYN2.2	chr3:12045862-12227226
SYN2	chr3:12045862-12233530
SYN3.2	chr22:32908542-33402806
SYN3.3	chr22:32908542-33402806
SYN3	chr22:32908542-33454377
SYNC.2	chr1:33145507-33168361
SYNC	chr1:33145507-33168361
SYNCRIP.2	chr6:86317503-86352608
SYNCRIP.3	chr6:86323693-86351169
SYNCRIP.4	chr6:86317503-86352640
SYNCRIP.5	chr6:86317503-86351169
SYNCRIP.6	chr6:86317503-86353043
SYNCRIP	chr6:86323693-86353043
SYNE1.2	chr6:152442823-152957986
SYNE1.3	chr6:152442823-152500601
SYNE1.4	chr6:152442823-152639479
SYNE1	chr6:152442823-152958534
SYNE2.2	chr14:64319683-64693165
SYNE2.3	chr14:64682672-64693165
SYNE2.4	chr14:64319683-64693165
SYNE2	chr14:64680859-64693165
SYNGAP1	chr6:33387847-33421465
SYNGR1.2	chr22:39760175-39774393
SYNGR1.3	chr22:39745954-39781591
SYNGR1	chr22:39745954-39774393
SYNGR2	chr17:76164671-76169009
SYNGR3	chr16:2039968-2044275
SYNGR4	chr19:48867657-48879627
SYNJ1.2	chr21:34001069-34100351
SYNJ1.3	chr21:34001069-34100250
SYNJ1.4	chr21:34001069-34100250
SYNJ1	chr21:34001069-34100351
SYNJ2BP	chr14:70833215-70883807
SYNJ2	chr6:158402919-158519568
SYNM.2	chr15:99645286-99675799
SYNM	chr15:99645286-99675799
SYNPO2.2	chr4:119809996-119959668
SYNPO2.3	chr4:119809996-119982393
SYNPO2	chr4:119809996-119959668
SYNPO.2	chr5:149997206-150031903
SYNPO2L.2	chr10:75404645-75415832
SYNPO2L	chr10:75404645-75410787
SYNPO.3	chr5:150020207-150031903
SYNPO.4	chr5:150020207-150038792
SYNPO	chr5:149980642-150031903
SYNPR.2	chr3:63263914-63602596
SYNPR	chr3:63428753-63602596
SYNRG.2	chr17:35874901-35969486
SYNRG.3	chr17:35874901-35969486
SYNRG.4	chr17:35874901-35969486
SYNRG.5	chr17:35874901-35969486
SYNRG.6	chr17:35874901-35969486
SYNRG.7	chr17:35874901-35969486
SYNRG	chr17:35874901-35969486
SYP	chrX:49044265-49056661
SYPL1.2	chr7:105730953-105752758
SYPL1	chr7:105730953-105753057
SYPL2	chr1:110009100-110024763
SYS1	chr20:43991701-43997847
SYS1-DBNDD2	chr20:43991840-44039245
SYT10	chr12:33528348-33592754
SYT11	chr1:155829290-155854989
SYT12	chr11:66790891-66818329
SYT1.2	chr12:79439433-79845787
SYT13	chr11:45261853-45307884
SYT1.3	chr12:79257773-79845787
SYT14.2	chr1:210111538-210337631
SYT14.3	chr1:210111538-210337631
SYT14.4	chr1:210111538-210337631
SYT14.5	chr1:210111538-210337631
SYT14.6	chr1:210111538-210337631
SYT14	chr1:210111538-210337631
SYT14L	chr4:68926330-68929015
SYT15.2	chr10:46958528-46970601
SYT15	chr10:46955444-46970601
SYT16	chr14:62462541-62568427
SYT17	chr16:19179638-19278553
SYT1	chr12:79258449-79845787
SYT2.2	chr1:202559727-202679551
SYT2	chr1:202559727-202612581
SYT3.2	chr19:51125236-51143092
SYT3.3	chr19:51125236-51143092
SYT3	chr19:51125236-51141302
SYT4	chr18:40847859-40857615
SYT5	chr19:55684469-55691720
SYT6	chr1:114631915-114696472
SYT7	chr11:61282788-61348298
SYT8	chr11:1855674-1858750
SYT9	chr11:7273181-7490268
SYTL1	chr1:27668513-27680421
SYTL2.2	chr11:85405267-85437511
SYTL2.3	chr11:85405267-85469044
SYTL2.4	chr11:85405267-85522178
SYTL2.5	chr11:85405267-85430196
SYTL2.6	chr11:85405267-85425791
SYTL2.7	chr11:85405267-85430383
SYTL2.8	chr11:85405267-85430383
SYTL2.9	chr11:85405267-85469044
SYTL2	chr11:85405267-85437511
SYTL3	chr6:159071046-159185902
SYTL4.2	chrX:99929491-99987131
SYTL4	chrX:99929491-99986522
SYTL5.2	chrX:37865835-37988072
SYTL5.3	chrX:37892787-37988072
SYTL5	chrX:37865835-37988072
SYVN1.2	chr11:64894753-64902003
SYVN1	chr11:64894753-64902003
TAAR1	chr6:132966123-132967142
TAAR2.2	chr6:132938289-132945414
TAAR2	chr6:132938289-132939232
TAAR3	chr6:132929365-132930441
TAAR5	chr6:132909731-132910877
TAAR6	chr6:132891461-132892496
TAAR8	chr6:132873832-132874858
TAAR9	chr6:132859427-132860473
TAC1.2	chr7:97361271-97369782
TAC1.3	chr7:97361271-97369782
TAC1.4	chr7:97361271-97369782
TAC1	chr7:97361271-97369782
TAC3	chr12:57403786-57410325
TAC4.2	chr17:47915671-47925379
TAC4.3	chr17:47915671-47925379
TAC4.4	chr17:47915671-47925379
TAC4.5	chr17:47915671-47925379
TAC4	chr17:47915671-47925379
TACC1.2	chr8:38644722-38710545
TACC1.3	chr8:38585704-38710545
TACC1	chr8:38644722-38710545
TACC2.2	chr10:123748689-124014055
TACC2.3	chr10:123923105-124014055
TACC2.4	chr10:123923105-124014055
TACC2	chr10:123748689-124014055
TACC3	chr4:1723266-1746895
TACO1	chr17:61678243-61685724
TACR1.2	chr2:75273590-75426645
TACR1	chr2:75278164-75426645
TACR2	chr10:71163958-71176674
TACR3	chr4:104510625-104640973
TACSTD2	chr1:59041097-59043166
TADA1	chr1:166825751-166845654
TADA2A.2	chr17:35767312-35825757
TADA2A.3	chr17:35766977-35837224
TADA2A	chr17:35767312-35837224
TADA2B	chr4:7045156-7059675
TADA3.2	chr3:9824813-9834420
TADA3	chr3:9821654-9834420
TAF10	chr11:6632073-6633445
TAF11	chr6:34845555-34855819
TAF12.2	chr1:28929611-28969604
TAF12	chr1:28929611-28969604
TAF1.2	chrX:70586114-70685854
TAF13	chr1:109606998-109618624
TAF15.2	chr17:34136488-34174237
TAF15	chr17:34136488-34174237
TAF1A.2	chr1:222731666-222763255
TAF1A	chr1:222731666-222763255
TAF1B	chr2:9983571-10074543
TAF1C.2	chr16:84211462-84220662
TAF1C	chr16:84211462-84220662
TAF1	chrX:70586114-70685854
TAF1D	chr11:93469096-93474662
TAF1L	chr9:32629452-32635667
TAF2	chr8:120743015-120845074
TAF3	chr10:7860673-8056713
TAF4B	chr18:23806409-23971647
TAF4	chr20:60549855-60640866
TAF5	chr10:105127724-105148820
TAF5L.2	chr1:229734942-229761794
TAF5L	chr1:229728868-229761794
TAF6.2	chr7:99704702-99716979
TAF6.3	chr7:99704694-99716979
TAF6.4	chr7:99704702-99716979
TAF6	chr7:99704702-99716979
TAF6L	chr11:62538875-62554811
TAF7	chr5:140698058-140700351
TAF7L.2	chrX:100523242-100548059
TAF7L	chrX:100523242-100546325
TAF8	chr6:42018251-42048643
TAF9.2	chr5:68660570-68665409
TAF9.3	chr5:68660570-68665840
TAF9.4	chr5:68647555-68665840
TAF9B	chrX:77385246-77395179
TAF9	chr5:68647555-68665409
TAGAP.2	chr6:159456029-159466184
TAGAP.3	chr6:159459945-159466184
TAGAP	chr6:159456029-159466184
TAGLN.2	chr11:117070040-117075507
TAGLN2	chr1:159887903-159895284
TAGLN3.2	chr3:111717586-111732734
TAGLN3.3	chr3:111718007-111732734
TAGLN3	chr3:111717586-111732734
TAGLN	chr11:117070040-117075507
tAKR	chr10:4913861-4958465
TAL1	chr1:47681963-47695443
TAL2	chr9:108424738-108425383
TALDO1	chr11:747432-765023
TANC1.2	chr2:159825146-160089168
TANC1	chr2:159825146-160089168
TANC2	chr17:61086898-61505066
TANK.2	chr2:161993466-162061490
TANK	chr2:161993466-162092682
TAOK1	chr17:27717943-27871502
TAOK2.2	chr16:29985222-30003581
TAOK2	chr16:29985222-29999719
TAOK3	chr12:118587607-118810750
TAP1.4	chr6:32812987-32821748
TAP2.11	chr6:32789610-32806547
TAP2.13	chr6:32793188-32806547
TAPBP.2	chr6:33267472-33282164
TAPBP.3	chr6:33271410-33282164
TAPBP	chr6:33267472-33282164
TAPBPL	chr12:6561177-6571486
TAPT1	chr4:16162128-16228161
TARBP1	chr1:234527060-234614849
TARBP2.2	chr12:53894705-53900213
TARBP2.3	chr12:53895377-53900213
TARBP2	chr12:53894705-53900213
TARDBP	chr1:11072679-11085548
TARP.2	chr7:38299244-38313248
TARP	chr7:38299244-38313248
TARS2	chr1:150459920-150479747
TARS	chr5:33440898-33468194
TARSL2	chr15:102193956-102264645
TAS1R1.2	chr1:6615434-6639816
TAS1R1.3	chr1:6615434-6639816
TAS1R1.4	chr1:6615434-6639816
TAS1R1	chr1:6615434-6639816
TAS1R2	chr1:19166093-19186155
TAS1R3	chr1:1266726-1269843
TAS2R10	chr12:10977945-10978868
TAS2R13	chr12:11060525-11062161
TAS2R14	chr12:11090854-11091806
TAS2R16	chr7:122634759-122635754
TAS2R19	chr12:11174272-11175170
TAS2R1	chr5:9629109-9630463
TAS2R20	chr12:11148561-11150474
TAS2R30	chr12:11285884-11286843
TAS2R31	chr12:11182986-11184006
TAS2R38	chr7:141672431-141673573
TAS2R39	chr7:142880512-142881527
TAS2R3	chr7:141463897-141464997
TAS2R40	chr7:142919172-142920142
TAS2R41	chr7:143174966-143175889
TAS2R42	chr12:11338599-11339543
TAS2R43	chr12:11243886-11244912
TAS2R46	chr12:11213964-11214893
TAS2R4	chr7:141478289-141479188
TAS2R50	chr12:11138512-11139511
TAS2R5	chr7:141490017-141491166
TAS2R60	chr7:143140546-143141501
TAS2R7	chr12:10954132-10955226
TAS2R8	chr12:10958651-10959579
TAS2R9	chr12:10961694-10962767
TASP1	chr20:13370037-13619583
TAT	chr16:71600754-71610998
TATDN1.2	chr8:125500735-125551329
TATDN1.3	chr8:125500735-125551329
TATDN1	chr8:125500735-125551329
